w,A_C,A_D,N_D
4.070e+00,5.583e-02,5.418e-02,5.445e-02
4.078e+00,5.665e-02,5.494e-02,5.522e-02
4.087e+00,5.746e-02,5.570e-02,5.597e-02
4.095e+00,5.825e-02,5.644e-02,5.672e-02
4.103e+00,5.904e-02,5.716e-02,5.745e-02
4.111e+00,5.981e-02,5.788e-02,5.817e-02
4.119e+00,6.057e-02,5.859e-02,5.888e-02
4.127e+00,6.132e-02,5.928e-02,5.957e-02
4.136e+00,6.206e-02,5.996e-02,6.026e-02
4.144e+00,6.278e-02,6.063e-02,6.093e-02
4.152e+00,6.349e-02,6.129e-02,6.159e-02
4.160e+00,6.420e-02,6.193e-02,6.224e-02
4.168e+00,6.488e-02,6.257e-02,6.288e-02
4.176e+00,6.556e-02,6.319e-02,6.350e-02
4.185e+00,6.623e-02,6.380e-02,6.412e-02
4.193e+00,6.688e-02,6.440e-02,6.472e-02
4.201e+00,6.752e-02,6.499e-02,6.531e-02
4.209e+00,6.815e-02,6.556e-02,6.589e-02
4.217e+00,6.877e-02,6.613e-02,6.646e-02
4.226e+00,6.938e-02,6.668e-02,6.701e-02
4.234e+00,6.997e-02,6.722e-02,6.756e-02
4.242e+00,7.055e-02,6.775e-02,6.809e-02
4.250e+00,7.113e-02,6.827e-02,6.861e-02
4.258e+00,7.169e-02,6.878e-02,6.912e-02
4.266e+00,7.223e-02,6.928e-02,6.962e-02
4.275e+00,7.277e-02,6.976e-02,7.011e-02
4.283e+00,7.330e-02,7.024e-02,7.059e-02
4.291e+00,7.381e-02,7.070e-02,7.106e-02
4.299e+00,7.432e-02,7.115e-02,7.151e-02
4.307e+00,7.481e-02,7.160e-02,7.195e-02
4.315e+00,7.529e-02,7.203e-02,7.239e-02
4.324e+00,7.576e-02,7.245e-02,7.281e-02
4.332e+00,7.622e-02,7.286e-02,7.322e-02
4.340e+00,7.667e-02,7.326e-02,7.362e-02
4.348e+00,7.710e-02,7.364e-02,7.401e-02
4.356e+00,7.753e-02,7.402e-02,7.439e-02
4.364e+00,7.795e-02,7.439e-02,7.476e-02
4.373e+00,7.835e-02,7.474e-02,7.512e-02
4.381e+00,7.874e-02,7.509e-02,7.547e-02
4.389e+00,7.913e-02,7.543e-02,7.580e-02
4.397e+00,7.950e-02,7.575e-02,7.613e-02
4.405e+00,7.986e-02,7.606e-02,7.644e-02
4.413e+00,8.021e-02,7.637e-02,7.675e-02
4.422e+00,8.055e-02,7.666e-02,7.705e-02
4.430e+00,8.088e-02,7.695e-02,7.733e-02
4.438e+00,8.120e-02,7.722e-02,7.761e-02
4.446e+00,8.150e-02,7.748e-02,7.787e-02
4.454e+00,8.180e-02,7.774e-02,7.813e-02
4.463e+00,8.209e-02,7.798e-02,7.837e-02
4.471e+00,8.237e-02,7.821e-02,7.861e-02
4.479e+00,8.263e-02,7.844e-02,7.883e-02
4.487e+00,8.289e-02,7.865e-02,7.905e-02
4.495e+00,8.314e-02,7.886e-02,7.925e-02
4.503e+00,8.337e-02,7.905e-02,7.945e-02
4.512e+00,8.360e-02,7.924e-02,7.963e-02
4.520e+00,8.382e-02,7.941e-02,7.981e-02
4.528e+00,8.402e-02,7.958e-02,7.998e-02
4.536e+00,8.422e-02,7.973e-02,8.013e-02
4.544e+00,8.441e-02,7.988e-02,8.028e-02
4.552e+00,8.459e-02,8.002e-02,8.042e-02
4.561e+00,8.475e-02,8.015e-02,8.055e-02
4.569e+00,8.491e-02,8.027e-02,8.067e-02
4.577e+00,8.506e-02,8.038e-02,8.078e-02
4.585e+00,8.520e-02,8.048e-02,8.088e-02
4.593e+00,8.533e-02,8.057e-02,8.097e-02
4.601e+00,8.545e-02,8.065e-02,8.106e-02
4.610e+00,8.556e-02,8.073e-02,8.113e-02
4.618e+00,8.566e-02,8.079e-02,8.120e-02
4.626e+00,8.575e-02,8.085e-02,8.125e-02
4.634e+00,8.583e-02,8.090e-02,8.130e-02
4.642e+00,8.591e-02,8.093e-02,8.134e-02
4.651e+00,8.597e-02,8.096e-02,8.137e-02
4.659e+00,8.603e-02,8.099e-02,8.139e-02
4.667e+00,8.607e-02,8.100e-02,8.140e-02
4.675e+00,8.611e-02,8.100e-02,8.141e-02
4.683e+00,8.614e-02,8.100e-02,8.141e-02
4.691e+00,8.616e-02,8.099e-02,8.139e-02
4.700e+00,8.617e-02,8.097e-02,8.137e-02
4.708e+00,8.617e-02,8.094e-02,8.134e-02
4.716e+00,8.616e-02,8.090e-02,8.131e-02
4.724e+00,8.615e-02,8.086e-02,8.126e-02
4.732e+00,8.613e-02,8.081e-02,8.121e-02
4.740e+00,8.609e-02,8.075e-02,8.115e-02
4.749e+00,8.605e-02,8.068e-02,8.108e-02
4.757e+00,8.601e-02,8.060e-02,8.100e-02
4.765e+00,8.595e-02,8.052e-02,8.092e-02
4.773e+00,8.588e-02,8.043e-02,8.083e-02
4.781e+00,8.581e-02,8.033e-02,8.073e-02
4.789e+00,8.573e-02,8.022e-02,8.062e-02
4.798e+00,8.564e-02,8.011e-02,8.051e-02
4.806e+00,8.554e-02,7.998e-02,8.038e-02
4.814e+00,8.544e-02,7.985e-02,8.025e-02
4.822e+00,8.533e-02,7.972e-02,8.012e-02
4.830e+00,8.521e-02,7.957e-02,7.997e-02
4.838e+00,8.508e-02,7.942e-02,7.982e-02
4.847e+00,8.494e-02,7.927e-02,7.966e-02
4.855e+00,8.480e-02,7.910e-02,7.950e-02
4.863e+00,8.465e-02,7.893e-02,7.932e-02
4.871e+00,8.449e-02,7.875e-02,7.914e-02
4.879e+00,8.432e-02,7.856e-02,7.896e-02
4.888e+00,8.415e-02,7.837e-02,7.876e-02
4.896e+00,8.397e-02,7.817e-02,7.856e-02
4.904e+00,8.378e-02,7.797e-02,7.836e-02
4.912e+00,8.359e-02,7.776e-02,7.814e-02
4.920e+00,8.339e-02,7.754e-02,7.792e-02
4.928e+00,8.318e-02,7.731e-02,7.770e-02
4.937e+00,8.296e-02,7.708e-02,7.747e-02
4.945e+00,8.274e-02,7.684e-02,7.723e-02
4.953e+00,8.251e-02,7.660e-02,7.698e-02
4.961e+00,8.227e-02,7.635e-02,7.673e-02
4.969e+00,8.203e-02,7.609e-02,7.647e-02
4.977e+00,8.178e-02,7.583e-02,7.621e-02
4.986e+00,8.153e-02,7.556e-02,7.594e-02
4.994e+00,8.126e-02,7.529e-02,7.566e-02
5.002e+00,8.099e-02,7.501e-02,7.538e-02
5.010e+00,8.072e-02,7.472e-02,7.509e-02
5.018e+00,8.044e-02,7.443e-02,7.480e-02
5.026e+00,8.015e-02,7.413e-02,7.450e-02
5.035e+00,7.986e-02,7.383e-02,7.420e-02
5.043e+00,7.956e-02,7.352e-02,7.389e-02
5.051e+00,7.925e-02,7.321e-02,7.357e-02
5.059e+00,7.894e-02,7.289e-02,7.325e-02
5.067e+00,7.862e-02,7.256e-02,7.293e-02
5.076e+00,7.830e-02,7.223e-02,7.260e-02
5.084e+00,7.797e-02,7.190e-02,7.226e-02
5.092e+00,7.763e-02,7.156e-02,7.192e-02
5.100e+00,7.729e-02,7.121e-02,7.157e-02
5.108e+00,7.695e-02,7.086e-02,7.122e-02
5.116e+00,7.660e-02,7.051e-02,7.086e-02
5.125e+00,7.624e-02,7.015e-02,7.050e-02
5.133e+00,7.588e-02,6.979e-02,7.014e-02
5.141e+00,7.551e-02,6.942e-02,6.976e-02
5.149e+00,7.514e-02,6.904e-02,6.939e-02
5.157e+00,7.476e-02,6.867e-02,6.901e-02
5.165e+00,7.438e-02,6.828e-02,6.862e-02
5.174e+00,7.399e-02,6.790e-02,6.824e-02
5.182e+00,7.360e-02,6.750e-02,6.784e-02
5.190e+00,7.320e-02,6.711e-02,6.744e-02
5.198e+00,7.280e-02,6.671e-02,6.704e-02
5.206e+00,7.239e-02,6.630e-02,6.664e-02
5.214e+00,7.198e-02,6.590e-02,6.623e-02
5.223e+00,7.156e-02,6.548e-02,6.581e-02
5.231e+00,7.114e-02,6.507e-02,6.539e-02
5.239e+00,7.071e-02,6.465e-02,6.497e-02
5.247e+00,7.028e-02,6.422e-02,6.455e-02
5.255e+00,6.985e-02,6.380e-02,6.412e-02
5.264e+00,6.941e-02,6.337e-02,6.368e-02
5.272e+00,6.897e-02,6.293e-02,6.325e-02
5.280e+00,6.852e-02,6.249e-02,6.280e-02
5.288e+00,6.807e-02,6.205e-02,6.236e-02
5.296e+00,6.761e-02,6.160e-02,6.191e-02
5.304e+00,6.716e-02,6.116e-02,6.146e-02
5.313e+00,6.669e-02,6.070e-02,6.101e-02
5.321e+00,6.623e-02,6.025e-02,6.055e-02
5.329e+00,6.575e-02,5.979e-02,6.009e-02
5.337e+00,6.528e-02,5.933e-02,5.963e-02
5.345e+00,6.480e-02,5.886e-02,5.916e-02
5.353e+00,6.432e-02,5.840e-02,5.869e-02
5.362e+00,6.384e-02,5.793e-02,5.822e-02
5.370e+00,6.335e-02,5.745e-02,5.774e-02
5.378e+00,6.286e-02,5.698e-02,5.726e-02
5.386e+00,6.236e-02,5.650e-02,5.678e-02
5.394e+00,6.186e-02,5.602e-02,5.630e-02
5.402e+00,6.136e-02,5.553e-02,5.581e-02
5.411e+00,6.086e-02,5.504e-02,5.532e-02
5.419e+00,6.035e-02,5.456e-02,5.483e-02
5.427e+00,5.984e-02,5.406e-02,5.433e-02
5.435e+00,5.933e-02,5.357e-02,5.384e-02
5.443e+00,5.881e-02,5.307e-02,5.334e-02
5.451e+00,5.829e-02,5.258e-02,5.284e-02
5.460e+00,5.777e-02,5.208e-02,5.234e-02
5.468e+00,5.724e-02,5.157e-02,5.183e-02
5.476e+00,5.672e-02,5.107e-02,5.132e-02
5.484e+00,5.619e-02,5.056e-02,5.081e-02
5.492e+00,5.565e-02,5.005e-02,5.030e-02
5.501e+00,5.512e-02,4.954e-02,4.979e-02
5.509e+00,5.458e-02,4.903e-02,4.928e-02
5.517e+00,5.404e-02,4.852e-02,4.876e-02
5.525e+00,5.350e-02,4.800e-02,4.824e-02
5.533e+00,5.296e-02,4.748e-02,4.772e-02
5.541e+00,5.241e-02,4.697e-02,4.720e-02
5.550e+00,5.187e-02,4.645e-02,4.668e-02
5.558e+00,5.132e-02,4.592e-02,4.615e-02
5.566e+00,5.077e-02,4.540e-02,4.563e-02
5.574e+00,5.021e-02,4.488e-02,4.510e-02
5.582e+00,4.966e-02,4.435e-02,4.457e-02
5.590e+00,4.910e-02,4.382e-02,4.404e-02
5.599e+00,4.854e-02,4.330e-02,4.351e-02
5.607e+00,4.798e-02,4.277e-02,4.298e-02
5.615e+00,4.742e-02,4.224e-02,4.245e-02
5.623e+00,4.686e-02,4.171e-02,4.192e-02
5.631e+00,4.629e-02,4.118e-02,4.138e-02
5.639e+00,4.573e-02,4.064e-02,4.085e-02
5.648e+00,4.516e-02,4.011e-02,4.031e-02
5.656e+00,4.459e-02,3.958e-02,3.977e-02
5.664e+00,4.402e-02,3.904e-02,3.924e-02
5.672e+00,4.345e-02,3.851e-02,3.870e-02
5.680e+00,4.288e-02,3.797e-02,3.816e-02
5.689e+00,4.231e-02,3.743e-02,3.762e-02
5.697e+00,4.173e-02,3.690e-02,3.708e-02
5.705e+00,4.116e-02,3.636e-02,3.654e-02
5.713e+00,4.058e-02,3.582e-02,3.600e-02
5.721e+00,4.001e-02,3.528e-02,3.546e-02
5.729e+00,3.943e-02,3.475e-02,3.492e-02
5.738e+00,3.885e-02,3.421e-02,3.438e-02
5.746e+00,3.828e-02,3.367e-02,3.384e-02
5.754e+00,3.770e-02,3.313e-02,3.330e-02
5.762e+00,3.712e-02,3.259e-02,3.276e-02
5.770e+00,3.654e-02,3.205e-02,3.221e-02
5.778e+00,3.596e-02,3.152e-02,3.167e-02
5.787e+00,3.538e-02,3.098e-02,3.113e-02
5.795e+00,3.480e-02,3.044e-02,3.059e-02
5.803e+00,3.422e-02,2.990e-02,3.005e-02
5.811e+00,3.364e-02,2.937e-02,2.951e-02
5.819e+00,3.305e-02,2.883e-02,2.897e-02
5.827e+00,3.247e-02,2.829e-02,2.843e-02
5.836e+00,3.189e-02,2.776e-02,2.789e-02
5.844e+00,3.131e-02,2.722e-02,2.736e-02
5.852e+00,3.073e-02,2.668e-02,2.682e-02
5.860e+00,3.015e-02,2.615e-02,2.628e-02
5.868e+00,2.957e-02,2.562e-02,2.574e-02
5.876e+00,2.899e-02,2.508e-02,2.521e-02
5.885e+00,2.841e-02,2.455e-02,2.467e-02
5.893e+00,2.783e-02,2.402e-02,2.414e-02
5.901e+00,2.725e-02,2.349e-02,2.360e-02
5.909e+00,2.667e-02,2.296e-02,2.307e-02
5.917e+00,2.609e-02,2.243e-02,2.254e-02
5.926e+00,2.552e-02,2.190e-02,2.201e-02
5.934e+00,2.494e-02,2.137e-02,2.148e-02
5.942e+00,2.436e-02,2.085e-02,2.095e-02
5.950e+00,2.379e-02,2.032e-02,2.042e-02
5.958e+00,2.321e-02,1.980e-02,1.990e-02
5.966e+00,2.264e-02,1.928e-02,1.937e-02
5.975e+00,2.207e-02,1.875e-02,1.885e-02
5.983e+00,2.149e-02,1.823e-02,1.833e-02
5.991e+00,2.092e-02,1.772e-02,1.780e-02
5.999e+00,2.035e-02,1.720e-02,1.728e-02
6.007e+00,1.978e-02,1.668e-02,1.677e-02
6.015e+00,1.922e-02,1.617e-02,1.625e-02
6.024e+00,1.865e-02,1.565e-02,1.573e-02
6.032e+00,1.808e-02,1.514e-02,1.522e-02
6.040e+00,1.752e-02,1.463e-02,1.471e-02
6.048e+00,1.696e-02,1.413e-02,1.420e-02
6.056e+00,1.639e-02,1.362e-02,1.369e-02
6.064e+00,1.583e-02,1.311e-02,1.318e-02
6.073e+00,1.527e-02,1.261e-02,1.267e-02
6.081e+00,1.472e-02,1.211e-02,1.217e-02
6.089e+00,1.416e-02,1.161e-02,1.167e-02
6.097e+00,1.361e-02,1.111e-02,1.117e-02
6.105e+00,1.305e-02,1.062e-02,1.067e-02
6.114e+00,1.250e-02,1.012e-02,1.017e-02
6.122e+00,1.195e-02,9.630e-03,9.678e-03
6.130e+00,1.141e-02,9.140e-03,9.186e-03
6.138e+00,1.086e-02,8.653e-03,8.696e-03
6.146e+00,1.032e-02,8.167e-03,8.208e-03
6.154e+00,9.774e-03,7.683e-03,7.722e-03
6.163e+00,9.234e-03,7.202e-03,7.238e-03
6.171e+00,8.696e-03,6.722e-03,6.756e-03
6.179e+00,8.159e-03,6.245e-03,6.276e-03
6.187e+00,7.625e-03,5.770e-03,5.799e-03
6.195e+00,7.093e-03,5.298e-03,5.324e-03
6.203e+00,6.562e-03,4.827e-03,4.852e-03
6.212e+00,6.034e-03,4.360e-03,4.381e-03
6.220e+00,5.508e-03,3.894e-03,3.913e-03
6.228e+00,4.985e-03,3.431e-03,3.448e-03
6.236e+00,4.463e-03,2.970e-03,2.985e-03
6.244e+00,3.944e-03,2.512e-03,2.525e-03
6.252e+00,3.427e-03,2.056e-03,2.067e-03
6.261e+00,2.912e-03,1.603e-03,1.611e-03
6.269e+00,2.400e-03,1.153e-03,1.158e-03
6.277e+00,1.891e-03,7.047e-04,7.082e-04
6.285e+00,1.383e-03,2.593e-04,2.606e-04
6.293e+00,8.786e-04,1.834e-04,1.843e-04
6.301e+00,3.763e-04,6.234e-04,6.265e-04
6.310e+00,1.234e-04,1.061e-03,1.066e-03
6.318e+00,6.204e-04,1.495e-03,1.503e-03
6.326e+00,1.115e-03,1.927e-03,1.937e-03
6.334e+00,1.607e-03,2.356e-03,2.368e-03
6.342e+00,2.096e-03,2.782e-03,2.796e-03
6.351e+00,2.582e-03,3.206e-03,3.222e-03
6.359e+00,3.066e-03,3.626e-03,3.644e-03
6.367e+00,3.547e-03,4.044e-03,4.064e-03
6.375e+00,4.025e-03,4.458e-03,4.480e-03
6.383e+00,4.500e-03,4.870e-03,4.894e-03
6.391e+00,4.972e-03,5.279e-03,5.305e-03
6.400e+00,5.441e-03,5.684e-03,5.713e-03
6.408e+00,5.908e-03,6.087e-03,6.117e-03
6.416e+00,6.371e-03,6.487e-03,6.519e-03
6.424e+00,6.832e-03,6.883e-03,6.918e-03
6.432e+00,7.289e-03,7.277e-03,7.313e-03
6.440e+00,7.744e-03,7.667e-03,7.706e-03
6.449e+00,8.195e-03,8.055e-03,8.095e-03
6.457e+00,8.643e-03,8.439e-03,8.481e-03
6.465e+00,9.089e-03,8.820e-03,8.864e-03
6.473e+00,9.531e-03,9.198e-03,9.244e-03
6.481e+00,9.969e-03,9.572e-03,9.620e-03
6.489e+00,1.040e-02,9.944e-03,9.993e-03
6.498e+00,1.084e-02,1.031e-02,1.036e-02
6.506e+00,1.127e-02,1.068e-02,1.073e-02
6.514e+00,1.169e-02,1.104e-02,1.109e-02
6.522e+00,1.211e-02,1.140e-02,1.145e-02
6.530e+00,1.253e-02,1.175e-02,1.181e-02
6.539e+00,1.295e-02,1.210e-02,1.216e-02
6.547e+00,1.336e-02,1.245e-02,1.251e-02
6.555e+00,1.377e-02,1.280e-02,1.286e-02
6.563e+00,1.418e-02,1.314e-02,1.320e-02
6.571e+00,1.458e-02,1.348e-02,1.354e-02
6.579e+00,1.498e-02,1.381e-02,1.388e-02
6.588e+00,1.537e-02,1.414e-02,1.421e-02
6.596e+00,1.577e-02,1.447e-02,1.454e-02
6.604e+00,1.615e-02,1.479e-02,1.487e-02
6.612e+00,1.654e-02,1.512e-02,1.519e-02
6.620e+00,1.692e-02,1.543e-02,1.551e-02
6.628e+00,1.730e-02,1.575e-02,1.583e-02
6.637e+00,1.767e-02,1.606e-02,1.614e-02
6.645e+00,1.804e-02,1.637e-02,1.645e-02
6.653e+00,1.841e-02,1.667e-02,1.675e-02
6.661e+00,1.877e-02,1.697e-02,1.705e-02
6.669e+00,1.913e-02,1.727e-02,1.735e-02
6.677e+00,1.949e-02,1.756e-02,1.765e-02
6.686e+00,1.984e-02,1.785e-02,1.794e-02
6.694e+00,2.019e-02,1.813e-02,1.822e-02
6.702e+00,2.053e-02,1.842e-02,1.851e-02
6.710e+00,2.087e-02,1.869e-02,1.879e-02
6.718e+00,2.121e-02,1.897e-02,1.906e-02
6.726e+00,2.154e-02,1.924e-02,1.934e-02
6.735e+00,2.187e-02,1.951e-02,1.961e-02
6.743e+00,2.220e-02,1.977e-02,1.987e-02
6.751e+00,2.252e-02,2.003e-02,2.013e-02
6.759e+00,2.284e-02,2.029e-02,2.039e-02
6.767e+00,2.316e-02,2.054e-02,2.065e-02
6.776e+00,2.347e-02,2.079e-02,2.090e-02
6.784e+00,2.377e-02,2.104e-02,2.115e-02
6.792e+00,2.408e-02,2.128e-02,2.139e-02
6.800e+00,2.438e-02,2.152e-02,2.163e-02
6.808e+00,2.467e-02,2.176e-02,2.187e-02
6.816e+00,2.496e-02,2.199e-02,2.210e-02
6.825e+00,2.525e-02,2.222e-02,2.233e-02
6.833e+00,2.553e-02,2.244e-02,2.255e-02
6.841e+00,2.581e-02,2.266e-02,2.277e-02
6.849e+00,2.609e-02,2.288e-02,2.299e-02
6.857e+00,2.636e-02,2.309e-02,2.321e-02
6.865e+00,2.663e-02,2.330e-02,2.342e-02
6.874e+00,2.689e-02,2.351e-02,2.362e-02
6.882e+00,2.715e-02,2.371e-02,2.383e-02
6.890e+00,2.741e-02,2.391e-02,2.403e-02
6.898e+00,2.766e-02,2.410e-02,2.422e-02
6.906e+00,2.791e-02,2.429e-02,2.441e-02
6.914e+00,2.815e-02,2.448e-02,2.460e-02
6.923e+00,2.839e-02,2.466e-02,2.479e-02
6.931e+00,2.863e-02,2.485e-02,2.497e-02
6.939e+00,2.886e-02,2.502e-02,2.515e-02
6.947e+00,2.909e-02,2.519e-02,2.532e-02
6.955e+00,2.932e-02,2.536e-02,2.549e-02
6.964e+00,2.954e-02,2.553e-02,2.566e-02
6.972e+00,2.975e-02,2.569e-02,2.582e-02
6.980e+00,2.997e-02,2.585e-02,2.598e-02
6.988e+00,3.017e-02,2.600e-02,2.613e-02
6.996e+00,3.038e-02,2.616e-02,2.629e-02
7.004e+00,3.058e-02,2.630e-02,2.643e-02
7.013e+00,3.078e-02,2.645e-02,2.658e-02
7.021e+00,3.097e-02,2.659e-02,2.672e-02
7.029e+00,3.116e-02,2.672e-02,2.686e-02
7.037e+00,3.134e-02,2.686e-02,2.699e-02
7.045e+00,3.152e-02,2.699e-02,2.712e-02
7.053e+00,3.170e-02,2.711e-02,2.725e-02
7.062e+00,3.187e-02,2.723e-02,2.737e-02
7.070e+00,3.204e-02,2.735e-02,2.749e-02
7.078e+00,3.220e-02,2.747e-02,2.760e-02
7.086e+00,3.236e-02,2.758e-02,2.772e-02
7.094e+00,3.252e-02,2.769e-02,2.783e-02
7.102e+00,3.267e-02,2.779e-02,2.793e-02
7.111e+00,3.282e-02,2.789e-02,2.803e-02
7.119e+00,3.297e-02,2.799e-02,2.813e-02
7.127e+00,3.311e-02,2.808e-02,2.822e-02
7.135e+00,3.324e-02,2.817e-02,2.831e-02
7.143e+00,3.338e-02,2.826e-02,2.840e-02
7.151e+00,3.351e-02,2.834e-02,2.848e-02
7.160e+00,3.363e-02,2.842e-02,2.857e-02
7.168e+00,3.375e-02,2.850e-02,2.864e-02
7.176e+00,3.387e-02,2.857e-02,2.872e-02
7.184e+00,3.398e-02,2.864e-02,2.878e-02
7.192e+00,3.409e-02,2.871e-02,2.885e-02
7.201e+00,3.420e-02,2.877e-02,2.891e-02
7.209e+00,3.430e-02,2.883e-02,2.897e-02
7.217e+00,3.440e-02,2.889e-02,2.903e-02
7.225e+00,3.449e-02,2.894e-02,2.908e-02
7.233e+00,3.458e-02,2.899e-02,2.913e-02
7.241e+00,3.467e-02,2.903e-02,2.918e-02
7.250e+00,3.475e-02,2.907e-02,2.922e-02
7.258e+00,3.483e-02,2.911e-02,2.926e-02
7.266e+00,3.490e-02,2.915e-02,2.929e-02
7.274e+00,3.497e-02,2.918e-02,2.933e-02
7.282e+00,3.504e-02,2.921e-02,2.936e-02
7.290e+00,3.510e-02,2.924e-02,2.938e-02
7.299e+00,3.516e-02,2.926e-02,2.941e-02
7.307e+00,3.522e-02,2.928e-02,2.942e-02
7.315e+00,3.527e-02,2.929e-02,2.944e-02
7.323e+00,3.532e-02,2.931e-02,2.945e-02
7.331e+00,3.536e-02,2.932e-02,2.946e-02
7.339e+00,3.540e-02,2.932e-02,2.947e-02
7.348e+00,3.544e-02,2.933e-02,2.947e-02
7.356e+00,3.547e-02,2.933e-02,2.947e-02
7.364e+00,3.550e-02,2.932e-02,2.947e-02
7.372e+00,3.553e-02,2.932e-02,2.946e-02
7.380e+00,3.555e-02,2.931e-02,2.946e-02
7.389e+00,3.557e-02,2.930e-02,2.944e-02
7.397e+00,3.558e-02,2.928e-02,2.943e-02
7.405e+00,3.559e-02,2.926e-02,2.941e-02
7.413e+00,3.560e-02,2.924e-02,2.939e-02
7.421e+00,3.560e-02,2.922e-02,2.936e-02
7.429e+00,3.560e-02,2.919e-02,2.934e-02
7.438e+00,3.560e-02,2.916e-02,2.931e-02
7.446e+00,3.559e-02,2.913e-02,2.927e-02
7.454e+00,3.558e-02,2.909e-02,2.924e-02
7.462e+00,3.557e-02,2.905e-02,2.920e-02
7.470e+00,3.555e-02,2.901e-02,2.916e-02
7.478e+00,3.553e-02,2.897e-02,2.911e-02
7.487e+00,3.551e-02,2.892e-02,2.906e-02
7.495e+00,3.548e-02,2.887e-02,2.901e-02
7.503e+00,3.545e-02,2.881e-02,2.896e-02
7.511e+00,3.541e-02,2.876e-02,2.890e-02
7.519e+00,3.538e-02,2.870e-02,2.884e-02
7.527e+00,3.533e-02,2.864e-02,2.878e-02
7.536e+00,3.529e-02,2.857e-02,2.872e-02
7.544e+00,3.524e-02,2.851e-02,2.865e-02
7.552e+00,3.519e-02,2.844e-02,2.858e-02
7.560e+00,3.514e-02,2.837e-02,2.851e-02
7.568e+00,3.508e-02,2.829e-02,2.843e-02
7.576e+00,3.502e-02,2.821e-02,2.835e-02
7.585e+00,3.495e-02,2.813e-02,2.827e-02
7.593e+00,3.489e-02,2.805e-02,2.819e-02
7.601e+00,3.481e-02,2.797e-02,2.811e-02
7.609e+00,3.474e-02,2.788e-02,2.802e-02
7.617e+00,3.466e-02,2.779e-02,2.793e-02
7.626e+00,3.458e-02,2.770e-02,2.783e-02
7.634e+00,3.450e-02,2.760e-02,2.774e-02
7.642e+00,3.441e-02,2.750e-02,2.764e-02
7.650e+00,3.432e-02,2.740e-02,2.754e-02
7.658e+00,3.423e-02,2.730e-02,2.744e-02
7.666e+00,3.414e-02,2.720e-02,2.733e-02
7.675e+00,3.404e-02,2.709e-02,2.722e-02
7.683e+00,3.394e-02,2.698e-02,2.711e-02
7.691e+00,3.383e-02,2.687e-02,2.700e-02
7.699e+00,3.372e-02,2.675e-02,2.689e-02
7.707e+00,3.361e-02,2.664e-02,2.677e-02
7.715e+00,3.350e-02,2.652e-02,2.665e-02
7.724e+00,3.338e-02,2.640e-02,2.653e-02
7.732e+00,3.326e-02,2.628e-02,2.641e-02
7.740e+00,3.314e-02,2.615e-02,2.628e-02
7.748e+00,3.302e-02,2.603e-02,2.616e-02
7.756e+00,3.289e-02,2.590e-02,2.603e-02
7.764e+00,3.276e-02,2.577e-02,2.589e-02
7.773e+00,3.263e-02,2.563e-02,2.576e-02
7.781e+00,3.249e-02,2.550e-02,2.562e-02
7.789e+00,3.235e-02,2.536e-02,2.549e-02
7.797e+00,3.221e-02,2.522e-02,2.535e-02
7.805e+00,3.207e-02,2.508e-02,2.521e-02
7.814e+00,3.192e-02,2.494e-02,2.506e-02
7.822e+00,3.177e-02,2.479e-02,2.492e-02
7.830e+00,3.162e-02,2.465e-02,2.477e-02
7.838e+00,3.147e-02,2.450e-02,2.462e-02
7.846e+00,3.131e-02,2.435e-02,2.447e-02
7.854e+00,3.115e-02,2.420e-02,2.432e-02
7.863e+00,3.099e-02,2.404e-02,2.416e-02
7.871e+00,3.083e-02,2.389e-02,2.401e-02
7.879e+00,3.066e-02,2.373e-02,2.385e-02
7.887e+00,3.049e-02,2.357e-02,2.369e-02
7.895e+00,3.032e-02,2.341e-02,2.353e-02
7.903e+00,3.015e-02,2.325e-02,2.336e-02
7.912e+00,2.997e-02,2.308e-02,2.320e-02
7.920e+00,2.980e-02,2.292e-02,2.303e-02
7.928e+00,2.962e-02,2.275e-02,2.286e-02
7.936e+00,2.943e-02,2.258e-02,2.270e-02
7.944e+00,2.925e-02,2.241e-02,2.252e-02
7.952e+00,2.906e-02,2.224e-02,2.235e-02
7.961e+00,2.887e-02,2.207e-02,2.218e-02
7.969e+00,2.868e-02,2.189e-02,2.200e-02
7.977e+00,2.849e-02,2.172e-02,2.183e-02
7.985e+00,2.830e-02,2.154e-02,2.165e-02
7.993e+00,2.810e-02,2.136e-02,2.147e-02
8.002e+00,2.790e-02,2.118e-02,2.129e-02
8.010e+00,2.770e-02,2.100e-02,2.111e-02
8.018e+00,2.750e-02,2.082e-02,2.092e-02
8.026e+00,2.729e-02,2.064e-02,2.074e-02
8.034e+00,2.708e-02,2.045e-02,2.055e-02
8.042e+00,2.688e-02,2.027e-02,2.037e-02
8.051e+00,2.666e-02,2.008e-02,2.018e-02
8.059e+00,2.645e-02,1.989e-02,1.999e-02
8.067e+00,2.624e-02,1.970e-02,1.980e-02
8.075e+00,2.602e-02,1.951e-02,1.961e-02
8.083e+00,2.580e-02,1.932e-02,1.942e-02
8.091e+00,2.559e-02,1.913e-02,1.922e-02
8.100e+00,2.536e-02,1.893e-02,1.903e-02
8.108e+00,2.514e-02,1.874e-02,1.883e-02
8.116e+00,2.492e-02,1.854e-02,1.864e-02
8.124e+00,2.469e-02,1.835e-02,1.844e-02
8.132e+00,2.446e-02,1.815e-02,1.824e-02
8.140e+00,2.424e-02,1.795e-02,1.804e-02
